setup,hidden,learning_rate,batch_size,train_percentage,epoch,nlt_tp,nlt_fp,nlt_tn,nlt_fn,eval_accuracy,eval_accuracy_2,precision,recall,f1-score
BCEwithLL,128,1.00E-05,1,100%,2,653,310,604,804,0.9497990634,,0.6780893043,0.4481811942,0.5396694215
NLLoss,256,0.0001,8,100%,4,574,267,647,883,0.9497990634,,0.6825208086,0.3939601922,0.499564839
NLLoss,256,1.00E-05,8,100%,5,643,303,611,814,0.9497990634,,0.6797040169,0.4413177763,0.5351643779
BCEwithLL,512,1.00E-05,4,100%,6,640,306,608,817,0.9497990634,,0.6765327696,0.4392587509,0.532667499
NLLoss,512,1.00E-05,4,100%,6,640,302,612,817,0.9497990634,,0.6794055202,0.4392587509,0.5335556482
BCEwithLL,8,0.001,32,100%,2,592,278,636,865,0.9497990634,,0.6804597701,0.4063143445,0.5088096261
BCEwithLL,8,0.001,8,100%,3,529,241,673,928,0.9497990634,,0.687012987,0.3630748113,0.4750785811
BCEwithLL,8,0.0001,8,100%,4,669,320,594,788,0.9497990634,,0.6764408493,0.459162663,0.5470155356
NLLoss,8,0.01,32,100%,3,591,239,675,866,0.9497990634,,0.7120481928,0.4056280027,0.5168342807
NLLoss,8,0.0001,32,100%,9,678,309,605,779,0.9497990634,94.98,0.6869300912,0.4653397392,0.5548281506
BCEwithLL,32,0.001,16,100%,0,651,306,608,806,0.9497824571,,0.6802507837,0.4468085106,0.5393537697
BCEwithLL,32,0.001,16,100%,2,529,245,669,928,0.9497824571,,0.6834625323,0.3630748113,0.4742268041
BCEwithLL,64,0.0001,16,100%,8,638,303,611,819,0.9497824571,,0.6780021254,0.4378860673,0.5321100917
BCEwithLL,64,0.0001,8,100%,5,639,303,611,818,0.9497824571,,0.678343949,0.4385724091,0.5327219675
NLLoss,32,0.001,4,100%,0,562,265,649,895,0.9497824571,,0.6795646917,0.3857240906,0.4921190893
NLLoss,32,0.0001,32,100%,2,643,313,601,814,0.9497824571,,0.6725941423,0.4413177763,0.5329465396
BCEwithLL,16,1.00E-05,1,100%,9,636,315,599,821,0.9497824571,94.98,0.6687697161,0.4365133837,0.5282392027
NLLoss,128,0.0001,16,100%,8,567,263,651,890,0.9497824571,,0.6831325301,0.3891557996,0.4958460866
NLLoss,128,0.0001,32,100%,2,635,300,614,822,0.9497824571,,0.679144385,0.4358270419,0.5309364548
NLLoss,64,1.00E-05,4,100%,7,644,310,604,813,0.9497824571,,0.6750524109,0.4420041181,0.5342181667
NLLoss,128,1.00E-05,8,100%,7,635,306,608,822,0.9497824571,,0.6748140276,0.4358270419,0.5296080067
BCEwithLL,256,0.0001,4,100%,8,590,271,643,867,0.9497824571,,0.6852497096,0.4049416609,0.5090595341
BCEwithLL,256,1.00E-05,2,100%,3,641,301,613,816,0.9497824571,,0.6804670913,0.4399450927,0.5343893289
NLLoss,256,0.0001,32,100%,0,660,308,606,797,0.9497824571,,0.6818181818,0.4529855868,0.5443298969
NLLoss,256,0.0001,8,100%,9,594,265,649,863,0.9497824571,94.98,0.6915017462,0.4076870281,0.5129533679
NLLoss,256,0.0001,1,100%,4,583,284,630,874,0.9497824571,,0.6724336794,0.4001372684,0.5017211704
NLLoss,512,1.00E-05,2,100%,9,655,311,603,802,0.9497824571,94.98,0.6780538302,0.4495538778,0.5406520842
BCEwithLL,8,0.001,4,100%,8,496,216,698,961,0.9497824571,,0.6966292135,0.3404255319,0.4573536192
BCEwithLL,8,0.0001,4,100%,8,613,291,623,844,0.9497824571,,0.6780973451,0.4207275223,0.5192714951
NLLoss,8,1.00E-05,1,100%,7,687,325,589,770,0.9497824571,,0.6788537549,0.4715168154,0.5565006075
BCEwithLL,32,0.0001,8,100%,7,618,287,627,839,0.9497658507,,0.6828729282,0.4241592313,0.5232853514
NLLoss,32,0.001,32,100%,0,666,307,607,791,0.9497658507,,0.6844809866,0.4571036376,0.5481481481
NLLoss,32,0.001,32,100%,9,485,220,694,972,0.9497658507,94.98,0.6879432624,0.3328757721,0.4486586494
BCEwithLL,128,0.0001,16,100%,6,670,321,593,787,0.9497658507,,0.6760847629,0.4598490048,0.5473856209
BCEwithLL,16,0.0001,2,100%,9,541,245,669,916,0.9497658507,94.98,0.6882951654,0.3713109128,0.4823896567
BCEwithLL,128,1.00E-05,8,100%,9,649,306,608,808,0.9497658507,94.98,0.6795811518,0.445435827,0.5381426202
BCEwithLL,256,1.00E-05,16,100%,9,644,305,609,813,0.9497658507,94.98,0.6786090622,0.4420041181,0.5353283458
BCEwithLL,256,0.0001,16,100%,4,665,316,598,792,0.9497658507,,0.6778797146,0.4564172958,0.5455291222
BCEwithLL,256,0.0001,16,100%,8,662,306,608,795,0.9497658507,,0.6838842975,0.4543582704,0.5459793814
NLLoss,256,1.00E-05,16,100%,5,675,310,604,782,0.9497658507,,0.6852791878,0.4632807138,0.5528255528
NLLoss,256,0.0001,2,100%,3,633,295,619,824,0.9497658507,,0.682112069,0.4344543583,0.5308176101
NLLoss,512,1.00E-05,2,100%,8,646,313,601,811,0.9497658507,,0.6736183525,0.4433768016,0.5347682119
NLLoss,8,0.0001,32,100%,5,761,336,578,696,0.9497658507,,0.6937101185,0.5223061084,0.5959279561
BCEwithLL,16,0.0001,4,100%,1,667,317,597,790,0.9497492444,,0.6778455285,0.4577899794,0.5464973372
BCEwithLL,32,0.0001,2,100%,6,590,273,641,867,0.9497492444,,0.6836616454,0.4049416609,0.5086206897
BCEwithLL,128,0.0001,4,100%,7,601,278,636,856,0.9497492444,,0.6837315131,0.4124914207,0.5145547945
NLLoss,16,0.0001,8,100%,5,626,298,616,831,0.9497492444,,0.6774891775,0.4296499657,0.5258294834
NLLoss,32,0.0001,16,100%,1,658,324,590,799,0.9497492444,,0.6700610998,0.4516129032,0.5395653957
NLLoss,32,0.0001,16,100%,3,640,309,605,817,0.9497492444,,0.6743940991,0.4392587509,0.532003325
NLLoss,32,0.0001,8,100%,1,641,310,604,816,0.9497492444,,0.6740273396,0.4399450927,0.5323920266
NLLoss,32,0.0001,2,100%,1,670,309,605,787,0.9497492444,,0.684371808,0.4598490048,0.5500821018
NLLoss,32,0.0001,2,100%,2,616,285,629,841,0.9497492444,,0.6836847947,0.4227865477,0.5224766751
BCEwithLL,256,1.00E-05,1,100%,8,643,303,611,814,0.9497492444,,0.6797040169,0.4413177763,0.5351643779
NLLoss,256,1.00E-05,1,100%,9,659,317,597,798,0.9497492444,94.97,0.675204918,0.452299245,0.5417180436
NLLoss,512,1.00E-05,16,100%,9,636,301,613,821,0.9497492444,94.97,0.6787620064,0.4365133837,0.5313283208
BCEwithLL,8,0.001,32,100%,4,541,249,665,916,0.9497492444,,0.6848101266,0.3713109128,0.4815309301
BCEwithLL,16,0.001,32,100%,3,566,260,654,891,0.9497326381,,0.6852300242,0.3884694578,0.4958388086
BCEwithLL,32,0.0001,32,100%,4,671,322,592,786,0.9497326381,,0.6757301108,0.4605353466,0.547755102
BCEwithLL,32,0.0001,16,100%,7,652,308,606,805,0.9497326381,,0.6791666667,0.4474948524,0.5395117915
NLLoss,32,0.001,8,100%,6,434,191,723,1023,0.9497326381,,0.6944,0.2978723404,0.4169068204
BCEwithLL,64,1.00E-05,2,100%,9,653,313,601,804,0.9497326381,94.97,0.6759834369,0.4481811942,0.5390012381
BCEwithLL,128,1.00E-05,2,100%,5,651,308,606,806,0.9497326381,,0.6788321168,0.4468085106,0.5389072848
BCEwithLL,64,1.00E-05,1,100%,6,649,308,606,808,0.9497326381,,0.6781609195,0.445435827,0.5376967688
NLLoss,64,0.0001,1,100%,3,591,273,641,866,0.9497326381,,0.6840277778,0.4056280027,0.5092632486
NLLoss,128,1.00E-05,4,100%,9,648,307,607,809,0.9497326381,94.97,0.6785340314,0.4447494852,0.5373134328
BCEwithLL,128,1.00E-05,1,100%,6,638,301,613,819,0.9497326381,,0.6794462194,0.4378860673,0.5325542571
BCEwithLL,128,1.00E-05,1,100%,7,641,307,607,816,0.9497326381,,0.6761603376,0.4399450927,0.5330561331
BCEwithLL,256,0.0001,2,100%,1,644,316,598,813,0.9497326381,,0.6708333333,0.4420041181,0.5328920149
BCEwithLL,512,1.00E-05,8,100%,9,640,304,610,817,0.9497326381,94.97,0.6779661017,0.4392587509,0.5331112037
BCEwithLL,512,1.00E-05,4,100%,8,637,303,611,820,0.9497326381,,0.6776595745,0.4371997255,0.5314977055
NLLoss,512,0.0001,4,100%,7,552,260,654,905,0.9497326381,,0.6798029557,0.3788606726,0.486557955
NLLoss,512,0.0001,1,100%,8,554,257,657,903,0.9497326381,,0.683107275,0.3802333562,0.4885361552
NLLoss,512,1.00E-05,1,100%,8,655,318,596,802,0.9497326381,,0.6731757451,0.4495538778,0.5390946502
NLLoss,8,0.001,8,100%,2,510,231,683,947,0.9497326381,,0.6882591093,0.3500343171,0.4640582348
BCEwithLL,8,0.001,1,100%,0,602,288,626,855,0.9497326381,,0.6764044944,0.4131777625,0.5129953132
NLLoss,8,0.01,16,100%,5,545,228,686,912,0.9497326381,,0.7050452781,0.37405628,0.4887892377
BCEwithLL,8,0.0001,1,100%,1,743,339,575,714,0.9497326381,,0.6866913124,0.5099519561,0.5852697913
NLLoss,8,0.0001,4,100%,3,598,282,632,859,0.9497326381,,0.6795454545,0.4104323953,0.5117672229
BCEwithLL,32,0.0001,2,100%,5,600,279,635,857,0.9497160318,,0.6825938567,0.4118050789,0.5136986301
NLLoss,64,0.001,2,100%,3,513,223,691,944,0.9497160318,,0.6970108696,0.3520933425,0.4678522572
NLLoss,32,0.0001,32,100%,6,589,283,631,868,0.9497160318,,0.6754587156,0.4042553191,0.5057964792
NLLoss,64,1.00E-05,4,100%,6,653,309,605,804,0.9497160318,,0.6787941788,0.4481811942,0.5398925176
NLLoss,128,1.00E-05,2,100%,5,646,307,607,811,0.9497160318,,0.6778593914,0.4433768016,0.5360995851
NLLoss,256,1.00E-05,16,100%,7,645,307,607,812,0.9497160318,,0.6775210084,0.4426904598,0.5354919054
NLLoss,512,0.0001,32,100%,5,592,282,632,865,0.9497160318,,0.6773455378,0.4063143445,0.5079365079
BCEwithLL,512,0.0001,4,100%,2,668,322,592,789,0.9497160318,,0.6747474747,0.4584763212,0.5459746629
BCEwithLL,512,0.0001,4,100%,8,599,285,629,858,0.9497160318,,0.67760181,0.4111187371,0.5117471166
NLLoss,512,1.00E-05,8,100%,2,646,306,608,811,0.9497160318,,0.6785714286,0.4433768016,0.5363221254
NLLoss,512,0.0001,4,100%,3,632,298,616,825,0.9497160318,,0.6795698925,0.4337680165,0.5295349811
NLLoss,512,1.00E-05,4,100%,4,638,305,609,819,0.9497160318,,0.6765641569,0.4378860673,0.5316666667
BCEwithLL,8,0.0001,16,100%,6,671,326,588,786,0.9497160318,,0.6730190572,0.4605353466,0.5468622657
BCEwithLL,32,0.001,16,100%,8,489,220,694,968,0.9496994254,,0.6897038082,0.3356211393,0.4515235457
BCEwithLL,32,0.001,8,100%,3,544,248,666,913,0.9496994254,,0.6868686869,0.3733699382,0.4837705647
BCEwithLL,64,0.001,8,100%,8,492,216,698,965,0.9496994254,,0.6949152542,0.3376801647,0.4545034642
NLLoss,64,0.001,32,100%,8,490,225,689,967,0.9496994254,,0.6853146853,0.3363074811,0.4511970534
NLLoss,16,0.001,8,100%,6,478,213,701,979,0.9496994254,,0.6917510854,0.3280713795,0.4450651769
NLLoss,32,0.001,2,100%,5,458,199,715,999,0.9496994254,,0.697108067,0.3143445436,0.4333017975
BCEwithLL,128,1.00E-05,16,100%,9,704,329,585,753,0.9496994254,94.97,0.6815101646,0.4831846259,0.5654618474
NLLoss,16,0.001,1,100%,0,544,241,673,913,0.9496994254,,0.6929936306,0.3733699382,0.4852809991
BCEwithLL,128,1.00E-05,4,100%,4,662,308,606,795,0.9496994254,,0.6824742268,0.4543582704,0.5455294602
NLLoss,128,0.0001,1,100%,1,687,323,591,770,0.9496994254,,0.6801980198,0.4715168154,0.5569517633
BCEwithLL,256,1.00E-05,8,100%,4,668,310,604,789,0.9496994254,,0.6830265849,0.4584763212,0.5486652977
NLLoss,128,1.00E-05,1,100%,1,677,314,600,780,0.9496994254,,0.683148335,0.4646533974,0.5531045752
NLLoss,256,1.00E-05,32,100%,9,654,307,607,803,0.9496994254,94.97,0.680541103,0.448867536,0.540942928
BCEwithLL,512,0.0001,32,100%,2,647,306,608,810,0.9496994254,,0.6789087093,0.4440631434,0.5369294606
NLLoss,512,1.00E-05,32,100%,9,641,306,608,816,0.9496994254,94.97,0.67687434,0.4399450927,0.5332778702
NLLoss,512,0.0001,16,100%,4,628,297,617,829,0.9496994254,,0.6789189189,0.4310226493,0.5272879933
BCEwithLL,8,0.01,16,100%,7,517,222,692,940,0.9496994254,,0.699594046,0.3548387097,0.470856102
BCEwithLL,8,0.01,16,100%,8,478,218,696,979,0.9496994254,,0.6867816092,0.3280713795,0.4440315838
NLLoss,8,0.0001,8,100%,2,715,324,590,742,0.9496994254,,0.6881616939,0.4907343857,0.5729166667
NLLoss,8,0.0001,16,100%,4,675,330,584,782,0.9496994254,,0.671641791,0.4632807138,0.5483346872
BCEwithLL,128,0.0001,32,100%,9,630,296,618,827,0.9496828191,94.97,0.6803455724,0.4323953329,0.5287452791
BCEwithLL,128,0.0001,4,100%,5,623,295,619,834,0.9496828191,,0.6786492375,0.4275909403,0.5246315789
BCEwithLL,64,0.0001,2,100%,6,616,288,626,841,0.9496828191,,0.6814159292,0.4227865477,0.5218127912
NLLoss,64,0.0001,8,100%,0,657,312,602,800,0.9496828191,,0.6780185759,0.4509265614,0.5416323166
BCEwithLL,128,0.0001,1,100%,7,605,288,626,852,0.9496828191,,0.6774916013,0.4152367879,0.514893617
NLLoss,32,1.00E-05,2,100%,6,647,314,600,810,0.9496828191,,0.6732570239,0.4440631434,0.535153019
NLLoss,64,1.00E-05,2,100%,8,658,316,598,799,0.9496828191,,0.6755646817,0.4516129032,0.5413410119
BCEwithLL,512,0.0001,16,100%,3,661,318,596,796,0.9496828191,,0.6751787538,0.4536719286,0.5426929392
BCEwithLL,512,0.0001,4,100%,6,608,286,628,849,0.9496828191,,0.6800894855,0.4172958133,0.517226712
BCEwithLL,8,0.001,2,100%,0,598,271,643,859,0.9496828191,,0.6881472957,0.4104323953,0.5141874463
NLLoss,8,0.001,1,100%,5,466,206,708,991,0.9496828191,,0.693452381,0.319835278,0.4377642085
BCEwithLL,32,0.001,16,100%,1,567,267,647,890,0.9496662128,,0.6798561151,0.3891557996,0.4949803579
BCEwithLL,32,0.001,4,100%,8,492,209,705,965,0.9496662128,,0.7018544936,0.3376801647,0.4559777572
NLLoss,64,0.001,32,100%,0,613,283,631,844,0.9496662128,,0.6841517857,0.4207275223,0.5210369741
BCEwithLL,16,0.0001,2,100%,1,667,319,595,790,0.9496662128,,0.6764705882,0.4577899794,0.5460499386
BCEwithLL,64,1.00E-05,4,100%,7,664,312,602,793,0.9496662128,,0.6803278689,0.455730954,0.5458281956
NLLoss,64,0.0001,4,100%,1,615,290,624,842,0.9496662128,,0.679558011,0.4221002059,0.5207451312
BCEwithLL,128,1.00E-05,8,100%,5,713,327,587,744,0.9496662128,,0.6855769231,0.4893617021,0.5710853024
BCEwithLL,16,1.00E-05,1,100%,8,633,315,599,824,0.9496662128,,0.667721519,0.4344543583,0.5264033264
NLLoss,32,1.00E-05,1,100%,4,661,316,598,796,0.9496662128,,0.6765609007,0.4536719286,0.5431388661
BCEwithLL,256,0.0001,2,100%,7,608,285,629,849,0.9496662128,,0.6808510638,0.4172958133,0.5174468085
NLLoss,256,0.0001,32,100%,2,628,299,615,829,0.9496662128,,0.6774541532,0.4310226493,0.5268456376
NLLoss,256,1.00E-05,2,100%,8,659,317,597,798,0.9496662128,,0.675204918,0.452299245,0.5417180436
BCEwithLL,512,0.0001,4,100%,3,652,306,608,805,0.9496662128,,0.6805845511,0.4474948524,0.5399585921
NLLoss,512,1.00E-05,8,100%,9,649,307,607,808,0.9496662128,94.97,0.6788702929,0.445435827,0.5379196022
NLLoss,512,0.0001,1,100%,5,576,264,650,881,0.9496662128,,0.6857142857,0.3953328758,0.5015237266
NLLoss,8,0.001,2,100%,8,460,201,713,997,0.9496662128,,0.6959152799,0.3157172272,0.4343720491
BCEwithLL,64,0.001,8,100%,0,600,283,631,857,0.9496496064,,0.6795016988,0.4118050789,0.5128205128
NLLoss,32,0.001,16,100%,2,539,243,671,918,0.9496496064,,0.689258312,0.3699382292,0.4814649397
NLLoss,32,0.0001,4,100%,3,593,275,639,864,0.9496496064,,0.6831797235,0.4070006863,0.5101075269
BCEwithLL,128,0.0001,2,100%,4,646,311,603,811,0.9496496064,,0.6750261233,0.4433768016,0.5352112676
NLLoss,64,1.00E-05,8,100%,9,656,313,601,801,0.9496496064,94.96,0.6769865841,0.4502402196,0.5408079143
BCEwithLL,128,0.0001,1,100%,4,651,299,615,806,0.9496496064,,0.6852631579,0.4468085106,0.5409223099
NLLoss,128,1.00E-05,4,100%,3,719,348,566,738,0.9496496064,,0.6738519213,0.4934797529,0.5697305864
NLLoss,16,1.00E-05,1,100%,8,697,334,580,760,0.9496496064,,0.676042677,0.4783802334,0.5602893891
NLLoss,256,1.00E-05,1,100%,6,647,314,600,810,0.9496496064,,0.6732570239,0.4440631434,0.535153019
NLLoss,512,0.0001,8,100%,4,644,301,613,813,0.9496496064,,0.6814814815,0.4420041181,0.5362198168
BCEwithLL,32,0.0001,4,100%,5,607,289,625,850,0.9496330001,,0.6774553571,0.4166094715,0.5159371016
BCEwithLL,32,0.0001,1,100%,3,673,317,597,784,0.9496330001,,0.6797979798,0.4619080302,0.5500612996
NLLoss,64,1.00E-05,8,100%,7,659,314,600,798,0.9496330001,,0.677286742,0.452299245,0.5423868313
NLLoss,32,1.00E-05,2,100%,7,659,321,593,798,0.9496330001,,0.6724489796,0.452299245,0.540828888
BCEwithLL,128,1.00E-05,1,100%,3,644,305,609,813,0.9496330001,,0.6786090622,0.4420041181,0.5353283458
NLLoss,128,1.00E-05,2,100%,3,663,318,596,794,0.9496330001,,0.6758409786,0.4550446122,0.5438884331
BCEwithLL,512,1.00E-05,8,100%,6,639,304,610,818,0.9496330001,,0.6776246023,0.4385724091,0.5325
NLLoss,512,1.00E-05,4,100%,8,665,318,596,792,0.9496330001,,0.6765005086,0.4564172958,0.5450819672
NLLoss,512,1.00E-05,1,100%,6,683,325,589,774,0.9496330001,,0.6775793651,0.4687714482,0.554158215
NLLoss,512,1.00E-06,1,100%,9,705,334,580,752,0.9496330001,94.96,0.6785370549,0.4838709677,0.5649038462
BCEwithLL,8,0.0001,2,100%,6,640,304,610,817,0.9496330001,,0.6779661017,0.4392587509,0.5331112037
NLLoss,8,0.0001,8,100%,3,652,308,606,805,0.9496330001,,0.6791666667,0.4474948524,0.5395117915
NLLoss,32,0.001,8,100%,1,519,235,679,938,0.9496163938,,0.6883289125,0.3562113933,0.4694708277
BCEwithLL,128,0.0001,2,100%,2,666,314,600,791,0.9496163938,,0.6795918367,0.4571036376,0.5465736561
NLLoss,16,0.0001,2,100%,1,663,315,599,794,0.9496163938,,0.6779141104,0.4550446122,0.5445585216
NLLoss,32,0.0001,1,100%,9,512,233,681,945,0.9496163938,94.96,0.6872483221,0.3514070007,0.4650317893
NLLoss,128,0.0001,2,100%,2,578,279,635,879,0.9496163938,,0.674445741,0.3967055594,0.4995678479
BCEwithLL,256,0.0001,8,100%,1,642,303,611,815,0.9496163938,,0.6793650794,0.4406314345,0.5345545379
BCEwithLL,512,1.00E-05,1,100%,7,659,317,597,798,0.9496163938,,0.675204918,0.452299245,0.5417180436
NLLoss,512,1.00E-05,1,100%,2,660,330,584,797,0.9496163938,,0.6666666667,0.4529855868,0.5394360441
BCEwithLL,8,0.0001,16,100%,4,670,320,594,787,0.9496163938,,0.6767676768,0.4598490048,0.5476093175
BCEwithLL,32,0.001,32,100%,6,523,248,666,934,0.9495997874,,0.6783398184,0.3589567605,0.4694793537
BCEwithLL,64,0.001,32,100%,7,561,251,663,896,0.9495997874,,0.6908866995,0.3850377488,0.4944909652
BCEwithLL,32,0.0001,4,100%,3,653,313,601,804,0.9495997874,,0.6759834369,0.4481811942,0.5390012381
NLLoss,64,0.001,8,100%,8,440,197,717,1017,0.9495997874,,0.6907378336,0.3019903912,0.4202483286
BCEwithLL,64,0.0001,8,100%,3,653,314,600,804,0.9495997874,,0.6752843847,0.4481811942,0.5387788779
BCEwithLL,32,0.001,1,100%,3,529,230,684,928,0.9495997874,,0.696969697,0.3630748113,0.4774368231
BCEwithLL,128,0.0001,4,100%,6,687,314,600,770,0.9495997874,,0.6863136863,0.4715168154,0.5589910496
NLLoss,128,0.0001,4,100%,5,552,257,657,905,0.9495997874,,0.6823238566,0.3788606726,0.4872021183
NLLoss,64,1.00E-05,4,100%,5,672,324,590,785,0.9495997874,,0.6746987952,0.4612216884,0.54790053
BCEwithLL,256,1.00E-05,16,100%,6,679,312,602,778,0.9495997874,,0.6851664985,0.466026081,0.5547385621
NLLoss,128,1.00E-05,2,100%,8,659,316,598,798,0.9495997874,,0.6758974359,0.452299245,0.5419407895
NLLoss,256,1.00E-05,1,100%,2,638,304,610,819,0.9495997874,,0.6772823779,0.4378860673,0.5318882868
BCEwithLL,512,1.00E-05,2,100%,6,640,306,608,817,0.9495997874,,0.6765327696,0.4392587509,0.532667499
NLLoss,512,1.00E-05,8,100%,4,636,304,610,821,0.9495997874,,0.6765957447,0.4365133837,0.5306633292
BCEwithLL,128,0.0001,32,100%,2,660,311,603,797,0.9495831811,,0.6797116375,0.4529855868,0.5436573311
BCEwithLL,8,0.0001,16,100%,8,654,321,593,803,0.9495831811,,0.6707692308,0.448867536,0.5378289474
BCEwithLL,8,0.001,2,100%,4,493,215,699,964,0.9495831811,,0.6963276836,0.3383665065,0.4554272517
BCEwithLL,8,0.0001,2,100%,1,704,336,578,753,0.9495831811,,0.6769230769,0.4831846259,0.563876652
BCEwithLL,16,0.0001,8,100%,3,651,311,603,806,0.9495665748,,0.6767151767,0.4468085106,0.5382389417
BCEwithLL,64,0.0001,8,100%,9,576,271,643,881,0.9495665748,94.96,0.6800472255,0.3953328758,0.5
NLLoss,16,0.001,8,100%,7,442,196,718,1015,0.9495665748,,0.6927899687,0.3033630748,0.4219570406
NLLoss,16,1.00E-05,2,100%,7,735,351,563,722,0.9495665748,,0.6767955801,0.5044612217,0.5780574125
NLLoss,64,1.00E-05,2,100%,5,653,313,601,804,0.9495665748,,0.6759834369,0.4481811942,0.5390012381
NLLoss,128,1.00E-05,1,100%,2,643,305,609,814,0.9495665748,,0.6782700422,0.4413177763,0.5347193347
NLLoss,256,1.00E-05,16,100%,4,701,326,588,756,0.9495665748,,0.682570594,0.4811256005,0.5644122383
NLLoss,256,1.00E-05,2,100%,6,643,305,609,814,0.9495665748,,0.6782700422,0.4413177763,0.5347193347
NLLoss,256,1.00E-05,1,100%,5,661,320,594,796,0.9495665748,,0.6738022426,0.4536719286,0.5422477441
BCEwithLL,512,1.00E-05,32,100%,7,708,337,577,749,0.9495665748,,0.6775119617,0.4859299931,0.5659472422
NLLoss,512,0.0001,4,100%,5,630,297,617,827,0.9495665748,,0.6796116505,0.4323953329,0.5285234899
NLLoss,512,1.00E-05,2,100%,1,635,300,614,822,0.9495665748,,0.679144385,0.4358270419,0.5309364548
BCEwithLL,8,0.0001,16,100%,7,676,328,586,781,0.9495665748,,0.6733067729,0.4639670556,0.5493701747
BCEwithLL,16,0.0001,16,100%,8,648,312,602,809,0.9495499684,,0.675,0.4447494852,0.5362019032
BCEwithLL,64,0.0001,16,100%,3,646,309,605,811,0.9495499684,,0.6764397906,0.4433768016,0.535655058
NLLoss,64,0.001,2,100%,2,549,219,695,908,0.9495499684,,0.71484375,0.3768016472,0.4934831461
BCEwithLL,64,0.0001,2,100%,4,653,310,604,804,0.9495499684,,0.6780893043,0.4481811942,0.5396694215
BCEwithLL,32,1.00E-05,2,100%,7,675,316,598,782,0.9495499684,,0.6811301715,0.4632807138,0.5514705882
BCEwithLL,64,1.00E-05,2,100%,5,671,316,598,786,0.9495499684,,0.6798378926,0.4605353466,0.5490998363
BCEwithLL,16,1.00E-05,1,100%,7,676,322,592,781,0.9495499684,,0.6773547094,0.4639670556,0.550712831
BCEwithLL,256,0.0001,8,100%,5,650,313,601,807,0.9495499684,,0.6749740395,0.4461221688,0.5371900826
NLLoss,256,1.00E-05,16,100%,9,635,304,610,822,0.9495499684,94.95,0.6762513312,0.4358270419,0.5300500835
BCEwithLL,512,0.0001,8,100%,5,668,306,608,789,0.9495499684,,0.6858316222,0.4584763212,0.549568079
BCEwithLL,512,0.0001,1,100%,9,572,267,647,885,0.9495499684,94.95,0.6817640048,0.3925875086,0.4982578397
BCEwithLL,8,0.0001,32,100%,9,652,316,598,805,0.9495499684,94.95,0.673553719,0.4474948524,0.5377319588
BCEwithLL,8,0.0001,16,100%,9,670,322,592,787,0.9495499684,94.95,0.6754032258,0.4598490048,0.547162107
NLLoss,8,0.001,4,100%,5,449,193,721,1008,0.9495499684,,0.699376947,0.3081674674,0.4278227727
BCEwithLL,16,0.001,8,100%,6,531,238,676,926,0.9495333621,,0.6905071521,0.3644474949,0.4770889488
BCEwithLL,16,0.0001,16,100%,5,650,319,595,807,0.9495333621,,0.6707946336,0.4461221688,0.5358615004
BCEwithLL,64,0.0001,32,100%,2,652,313,601,805,0.9495333621,,0.6756476684,0.4474948524,0.5383980182
BCEwithLL,32,0.0001,16,100%,2,661,314,600,796,0.9495333621,,0.6779487179,0.4536719286,0.5435855263
BCEwithLL,64,0.0001,8,100%,2,641,307,607,816,0.9495333621,,0.6761603376,0.4399450927,0.5330561331
