setup,hidden,learning_rate,batch_size,train_percentage,epoch,nlt_tp,nlt_fp,nlt_tn,nlt_fn,eval_accuracy,eval_accuracy_2,precision,recall,f1-score
NLLoss,32,0.0001,1,100%,1,577,278,636,880,0.948072005,,0.6748538012,0.3960192176,0.4991349481
NLLoss,256,0.0001,8,100%,6,545,253,661,912,0.948072005,,0.6829573935,0.37405628,0.4833702882
NLLoss,512,0.0001,32,100%,2,641,305,609,816,0.948072005,,0.677589852,0.4399450927,0.5334997919
BCEwithLL,64,1.00E-05,4,100%,4,765,357,557,692,0.9480553987,,0.6818181818,0.5250514756,0.5932531989
BCEwithLL,32,1.00E-05,1,100%,2,773,357,557,684,0.9480553987,,0.6840707965,0.53054221,0.5976034016
NLLoss,64,1.00E-05,16,100%,7,712,318,596,745,0.9480553987,,0.6912621359,0.4886753603,0.5725774025
BCEwithLL,16,0.001,16,100%,0,614,299,615,843,0.9480387924,,0.6725082147,0.4214138641,0.5181434599
BCEwithLL,32,1.00E-05,4,100%,6,753,351,563,704,0.9480387924,,0.6820652174,0.5168153741,0.5880515424
BCEwithLL,512,1.00E-05,2,100%,0,764,364,550,693,0.9480387924,,0.6773049645,0.5243651338,0.5911025145
NLLoss,8,0.01,4,100%,2,493,210,704,964,0.9480387924,,0.7012802276,0.3383665065,0.4564814815
BCEwithLL,16,0.0001,4,100%,0,724,337,577,733,0.9480221861,,0.6823751178,0.4969114619,0.5750595711
NLLoss,16,0.001,2,100%,4,473,210,704,984,0.9480221861,,0.6925329429,0.3246396706,0.4420560748
BCEwithLL,64,1.00E-05,1,100%,1,742,339,575,715,0.9480221861,,0.6864014801,0.5092656143,0.5847123719
NLLoss,8,0.01,2,100%,2,402,178,736,1055,0.9480221861,,0.6931034483,0.2759094029,0.3946980854
BCEwithLL,32,1.00E-05,8,100%,7,777,359,555,680,0.9480055797,,0.6839788732,0.5332875772,0.5993058234
NLLoss,32,0.0001,16,100%,0,738,357,557,719,0.9480055797,,0.6739726027,0.5065202471,0.578369906
BCEwithLL,16,1.00E-05,1,100%,4,731,335,579,726,0.9480055797,,0.6857410882,0.5017158545,0.5794688862
NLLoss,256,0.0001,32,100%,1,642,305,609,815,0.9480055797,,0.6779303062,0.4406314345,0.534109817
BCEwithLL,512,1.00E-06,1,100%,6,783,389,525,674,0.9480055797,,0.6680887372,0.537405628,0.5956637505
NLLoss,512,1.00E-06,2,100%,6,795,397,517,662,0.9480055797,,0.6669463087,0.5456417296,0.6002265006
NLLoss,8,1.00E-05,2,100%,5,784,358,556,673,0.9480055797,,0.6865148862,0.5380919698,0.603308965
BCEwithLL,64,0.0001,4,100%,1,655,314,600,802,0.9479889734,,0.6759545924,0.4495538778,0.539983512
NLLoss,128,0.0001,16,100%,0,677,328,586,780,0.9479889734,,0.6736318408,0.4646533974,0.5499593826
NLLoss,128,1.00E-05,4,100%,1,792,393,521,665,0.9479889734,,0.6683544304,0.5435827042,0.5995457986
NLLoss,512,0.0001,1,100%,0,700,342,572,757,0.9479889734,,0.6717850288,0.4804392588,0.5602240896
BCEwithLL,8,0.01,2,100%,0,555,225,689,902,0.9479889734,,0.7115384615,0.380919698,0.4962002682
NLLoss,256,1.00E-05,32,100%,4,760,359,555,697,0.9479723671,,0.6791778374,0.5216197666,0.5900621118
NLLoss,256,1.00E-05,2,100%,0,768,369,545,689,0.9479557607,,0.6754617414,0.527110501,0.5921356978
NLLoss,256,0.0001,2,100%,0,653,306,608,804,0.9479557607,,0.6809176225,0.4481811942,0.5405629139
NLLoss,64,0.001,4,100%,3,518,232,682,939,0.9479391544,,0.6906666667,0.3555250515,0.4694154961
NLLoss,128,0.001,32,100%,3,532,240,674,925,0.9479391544,,0.689119171,0.3651338367,0.4773441005
NLLoss,512,1.00E-06,1,100%,5,772,363,551,685,0.9479391544,,0.6801762115,0.5298558682,0.5956790123
BCEwithLL,32,0.001,1,100%,5,510,219,695,947,0.9479225481,,0.6995884774,0.3500343171,0.4666056725
BCEwithLL,512,0.0001,1,100%,1,711,337,577,746,0.9479225481,,0.6784351145,0.4879890185,0.5676646707
NLLoss,512,0.0001,1,100%,7,543,252,662,914,0.9479225481,,0.6830188679,0.3726835964,0.4822380107
BCEwithLL,128,0.0001,8,100%,2,633,301,613,824,0.9479059417,,0.6777301927,0.4344543583,0.5294855709
NLLoss,32,0.001,2,100%,4,440,197,717,1017,0.9479059417,,0.6907378336,0.3019903912,0.4202483286
NLLoss,32,0.001,1,100%,1,517,234,680,940,0.9479059417,,0.6884154461,0.3548387097,0.4682971014
BCEwithLL,256,1.00E-05,1,100%,0,742,347,567,715,0.9479059417,,0.681359045,0.5092656143,0.5828750982
BCEwithLL,512,1.00E-05,1,100%,2,629,301,613,828,0.9478727291,,0.676344086,0.4317089911,0.5270213657
BCEwithLL,128,0.0001,4,100%,0,641,300,614,816,0.9478561228,,0.6811902232,0.4399450927,0.5346121768
BCEwithLL,8,0.001,1,100%,6,512,227,687,945,0.9478561228,,0.6928281461,0.3514070007,0.4663023679
BCEwithLL,512,1.00E-05,32,100%,4,781,366,548,676,0.9478395164,,0.6809067132,0.5360329444,0.5998463902
NLLoss,16,0.0001,32,100%,1,818,373,541,639,0.9478229101,,0.6868178002,0.5614275909,0.6178247734
NLLoss,32,1.00E-05,8,100%,5,768,350,564,689,0.9478229101,,0.686940966,0.527110501,0.5965048544
BCEwithLL,256,1.00E-05,4,100%,1,785,364,550,672,0.9478229101,,0.683202785,0.5387783116,0.6024558711
NLLoss,256,0.0001,4,100%,3,603,274,640,854,0.9478229101,,0.6875712657,0.4138641043,0.5167095116
NLLoss,256,1.00E-06,1,100%,6,804,381,533,653,0.9478229101,,0.6784810127,0.5518188058,0.6086298259
NLLoss,512,1.00E-06,2,100%,7,776,392,522,681,0.9478229101,,0.6643835616,0.5326012354,0.5912380952
BCEwithLL,512,1.00E-05,1,100%,1,638,305,609,819,0.9478229101,,0.6765641569,0.4378860673,0.5316666667
NLLoss,8,0.0001,16,100%,1,775,369,545,682,0.9478229101,,0.6774475524,0.5319148936,0.5959246444
NLLoss,16,1.00E-05,8,100%,7,766,363,551,691,0.9477896974,,0.6784765279,0.5257378174,0.592420727
NLLoss,256,1.00E-05,32,100%,3,779,382,532,678,0.9477896974,,0.6709732989,0.5346602608,0.5951107716
BCEwithLL,512,0.0001,8,100%,0,680,320,594,777,0.9477896974,,0.68,0.4667124228,0.5535205535
NLLoss,512,1.00E-06,4,100%,9,796,388,526,661,0.9477896974,94.78,0.6722972973,0.5463280714,0.602801969
BCEwithLL,32,0.001,1,100%,0,633,296,618,824,0.9477730911,,0.6813778256,0.4344543583,0.5305951383
BCEwithLL,8,0.001,2,100%,5,513,224,690,944,0.9477730911,,0.6960651289,0.3520933425,0.4676390155
NLLoss,16,0.0001,8,100%,6,561,264,650,896,0.9477564848,,0.68,0.3850377488,0.4916739702
BCEwithLL,128,1.00E-05,32,100%,8,777,369,545,680,0.9477564848,,0.6780104712,0.5332875772,0.5970034575
BCEwithLL,128,0.0001,2,100%,0,631,308,606,826,0.9477398784,,0.6719914803,0.4330816747,0.5267111853
BCEwithLL,256,1.00E-06,1,100%,9,792,398,516,665,0.9477398784,94.77,0.6655462185,0.5435827042,0.5984132981
BCEwithLL,512,1.00E-06,1,100%,7,784,387,527,673,0.9477398784,,0.6695132365,0.5380919698,0.596651446
BCEwithLL,16,0.0001,16,100%,1,801,378,536,656,0.9477232721,,0.679389313,0.5497597804,0.6077389985
BCEwithLL,128,0.0001,8,100%,0,655,307,607,802,0.9477232721,,0.6808731809,0.4495538778,0.5415460934
BCEwithLL,8,0.01,8,100%,3,495,227,687,962,0.9477232721,,0.6855955679,0.3397391901,0.4543368518
BCEwithLL,8,0.0001,32,100%,4,706,333,581,751,0.9477066658,,0.6794995188,0.4845573095,0.5657051282
BCEwithLL,32,0.0001,8,100%,0,747,347,567,710,0.9476900595,,0.6828153565,0.5126973233,0.5856526852
BCEwithLL,32,0.0001,1,100%,5,617,297,617,840,0.9476900595,,0.6750547046,0.4234728895,0.520455504
NLLoss,8,0.01,32,100%,7,559,262,652,898,0.9476900595,,0.6808769793,0.3836650652,0.4907813872
BCEwithLL,64,0.001,4,100%,0,558,276,638,899,0.9476734531,,0.6690647482,0.3829787234,0.4871235268
BCEwithLL,256,0.0001,32,100%,0,755,359,555,702,0.9476734531,,0.6777378815,0.5181880577,0.5873201089
NLLoss,128,1.00E-05,1,100%,0,771,364,550,686,0.9476734531,,0.6792951542,0.5291695264,0.5949074074
BCEwithLL,512,1.00E-06,2,100%,9,805,395,519,652,0.9476734531,94.77,0.6708333333,0.5525051476,0.6059465563
BCEwithLL,64,1.00E-05,16,100%,8,777,363,551,680,0.9476568468,,0.6815789474,0.5332875772,0.5983827493
NLLoss,64,1.00E-05,8,100%,3,774,394,520,683,0.9476568468,,0.6626712329,0.5312285518,0.5897142857
BCEwithLL,64,0.0001,1,100%,5,559,261,653,898,0.9476568468,,0.6817073171,0.3836650652,0.4909969258
NLLoss,64,1.00E-05,16,100%,6,747,344,570,710,0.9476402405,,0.6846929423,0.5126973233,0.5863422292
BCEwithLL,16,0.001,2,100%,4,508,218,696,949,0.9476236341,,0.6997245179,0.3486616335,0.4654145671
BCEwithLL,64,1.00E-05,8,100%,5,776,365,549,681,0.9476236341,,0.6801051709,0.5326012354,0.597382602
BCEwithLL,8,0.01,8,100%,4,437,195,719,1020,0.9476236341,,0.6914556962,0.2999313658,0.418382001
NLLoss,512,1.00E-05,4,100%,1,656,312,602,801,0.9476070278,,0.6776859504,0.4502402196,0.5410309278
NLLoss,16,0.0001,8,100%,0,693,320,594,764,0.9475904215,,0.684106614,0.4756348662,0.5611336032
BCEwithLL,32,0.0001,16,100%,1,720,330,584,737,0.9475239961,,0.6857142857,0.4941660947,0.5743917032
NLLoss,32,0.001,1,100%,7,576,239,675,881,0.9475239961,,0.7067484663,0.3953328758,0.5070422535
BCEwithLL,128,1.00E-05,2,100%,2,683,318,596,774,0.9475239961,,0.6823176823,0.4687714482,0.555736371
BCEwithLL,16,1.00E-05,1,100%,3,759,340,574,698,0.9475073898,,0.6906278435,0.5209334248,0.5938967136
NLLoss,64,1.00E-05,4,100%,2,778,383,531,679,0.9475073898,,0.6701119724,0.533973919,0.5943468296
BCEwithLL,256,1.00E-05,8,100%,2,778,375,539,679,0.9475073898,,0.6747614918,0.533973919,0.5961685824
NLLoss,64,1.00E-05,32,100%,9,770,363,551,687,0.9475073898,94.75,0.6796116505,0.5284831846,0.5945945946
NLLoss,32,1.00E-05,2,100%,2,792,398,516,665,0.9474907835,,0.6655462185,0.5435827042,0.5984132981
NLLoss,128,0.0001,2,100%,1,643,303,611,814,0.9474907835,,0.6797040169,0.4413177763,0.5351643779
NLLoss,64,0.001,32,100%,1,516,239,675,941,0.9474741772,,0.6834437086,0.3541523679,0.4665461121
NLLoss,16,1.00E-05,8,100%,6,781,378,536,676,0.9474741772,,0.6738567731,0.5360329444,0.5970948012
BCEwithLL,16,1.00E-05,2,100%,6,745,337,577,712,0.9474575708,,0.6885397412,0.5113246397,0.5868452147
BCEwithLL,64,0.0001,2,100%,3,607,282,632,850,0.9474575708,,0.6827896513,0.4166094715,0.5174765558
NLLoss,128,1.00E-06,1,100%,9,815,395,519,642,0.9474575708,94.75,0.673553719,0.5593685655,0.6111736033
BCEwithLL,16,1.00E-05,4,100%,9,777,350,564,680,0.9474243582,94.74,0.6894409938,0.5332875772,0.6013931889
NLLoss,8,0.01,32,100%,0,472,224,690,985,0.9474243582,,0.6781609195,0.3239533288,0.4384579656
NLLoss,8,0.01,16,100%,8,503,212,702,954,0.9474243582,,0.7034965035,0.3452299245,0.4631675875
NLLoss,16,1.00E-05,2,100%,3,788,373,541,669,0.9474077518,,0.6787252369,0.540837337,0.601986249
BCEwithLL,64,0.001,2,100%,0,625,303,611,832,0.9473911455,,0.6734913793,0.4289636239,0.5241090147
NLLoss,512,1.00E-06,4,100%,8,800,391,523,657,0.9473911455,,0.67170445,0.5490734386,0.6042296073
BCEwithLL,128,0.0001,8,100%,6,640,303,611,817,0.9473745392,,0.6786850477,0.4392587509,0.5333333333
BCEwithLL,128,0.0001,32,100%,0,804,392,522,653,0.9473413265,,0.6722408027,0.5518188058,0.6061062948
BCEwithLL,128,0.0001,2,100%,1,671,316,598,786,0.9473413265,,0.6798378926,0.4605353466,0.5490998363
NLLoss,64,1.00E-05,32,100%,8,790,391,523,667,0.9473247202,,0.6689246401,0.5422100206,0.5989385898
BCEwithLL,512,1.00E-06,2,100%,8,815,396,518,642,0.9473247202,,0.6729975227,0.5593685655,0.6109445277
BCEwithLL,64,0.001,8,100%,7,492,218,696,965,0.9473081139,,0.6929577465,0.3376801647,0.4540839871
NLLoss,512,1.00E-05,16,100%,1,792,390,524,665,0.9473081139,,0.6700507614,0.5435827042,0.6002273588
BCEwithLL,8,0.01,8,100%,0,411,184,730,1046,0.9473081139,,0.6907563025,0.2820864791,0.4005847953
NLLoss,16,1.00E-05,2,100%,4,765,359,555,692,0.9472915075,,0.6806049822,0.5250514756,0.5927934909
NLLoss,32,1.00E-05,1,100%,1,720,328,586,737,0.9472749012,,0.6870229008,0.4941660947,0.5748502994
BCEwithLL,256,1.00E-05,32,100%,6,775,372,542,682,0.9472582949,,0.6756756757,0.5319148936,0.5952380952
BCEwithLL,64,0.0001,32,100%,1,749,364,550,708,0.9472416885,,0.6729559748,0.5140700069,0.5828793774
BCEwithLL,16,1.00E-05,8,100%,9,781,351,563,676,0.9472416885,94.72,0.6899293286,0.5360329444,0.6033217458
NLLoss,512,1.00E-05,2,100%,3,643,305,609,814,0.9472416885,,0.6782700422,0.4413177763,0.5347193347
BCEwithLL,8,0.01,16,100%,0,536,248,666,921,0.9472416885,,0.6836734694,0.3678792038,0.4783578759
NLLoss,64,0.001,2,100%,0,567,253,661,890,0.9472250822,,0.6914634146,0.3891557996,0.4980237154
NLLoss,512,1.00E-06,1,100%,4,782,388,526,675,0.9472250822,,0.6683760684,0.5367192862,0.5953559193
NLLoss,16,1.00E-05,2,100%,2,854,419,495,603,0.9472084759,,0.6708562451,0.5861358957,0.6256410256
NLLoss,32,0.001,32,100%,2,556,248,666,901,0.9471752632,,0.6915422886,0.3816060398,0.4918177797
BCEwithLL,32,0.001,16,100%,4,511,228,686,946,0.9471586569,,0.6914749662,0.3507206589,0.4653916211
BCEwithLL,16,1.00E-05,2,100%,5,771,360,554,686,0.9471586569,,0.6816976127,0.5291695264,0.5958268934
BCEwithLL,64,1.00E-05,4,100%,3,777,369,545,680,0.9471586569,,0.6780104712,0.5332875772,0.5970034575
NLLoss,32,0.001,16,100%,3,518,233,681,939,0.9471420505,,0.689747004,0.3555250515,0.4692028986
BCEwithLL,32,1.00E-05,2,100%,3,773,357,557,684,0.9471420505,,0.6840707965,0.53054221,0.5976034016
NLLoss,32,0.001,1,100%,0,513,229,685,944,0.9471420505,,0.6913746631,0.3520933425,0.4665757162
NLLoss,32,1.00E-05,16,100%,6,765,384,530,692,0.9471420505,,0.6657963446,0.5250514756,0.5871066769
NLLoss,128,1.00E-05,32,100%,6,769,364,550,688,0.9471254442,,0.678729038,0.5277968428,0.5938223938
NLLoss,32,1.00E-05,8,100%,4,785,380,534,672,0.9471088379,,0.6738197425,0.5387783116,0.5987795576
NLLoss,16,1.00E-05,4,100%,6,782,360,554,675,0.9470756252,,0.6847635727,0.5367192862,0.6017699115
NLLoss,256,1.00E-06,1,100%,5,811,395,519,646,0.9470756252,,0.6724709784,0.5566231984,0.6090874953
NLLoss,16,1.00E-05,1,100%,2,876,420,494,581,0.9470590189,,0.6759259259,0.6012354152,0.6363966582
NLLoss,64,1.00E-05,32,100%,7,810,398,516,647,0.9470590189,,0.6705298013,0.5559368566,0.607879925
BCEwithLL,512,0.0001,4,100%,0,704,316,598,753,0.9470590189,,0.6901960784,0.4831846259,0.5684295519
NLLoss,512,0.0001,2,100%,0,738,336,578,719,0.9470590189,,0.687150838,0.5065202471,0.583168708
BCEwithLL,128,1.00E-05,32,100%,7,813,393,521,644,0.9470424126,,0.6741293532,0.5579958819,0.6105895606
NLLoss,16,1.00E-05,8,100%,5,810,409,505,647,0.9470424126,,0.6644790812,0.5559368566,0.6053811659
NLLoss,32,1.00E-05,16,100%,7,741,365,549,716,0.9470258062,,0.6699819168,0.5085792725,0.5782286383
BCEwithLL,16,1.00E-05,4,100%,8,782,352,562,675,0.9470091999,,0.6895943563,0.5367192862,0.6036279429
BCEwithLL,8,0.01,16,100%,9,478,211,703,979,0.9470091999,94.7,0.6937590711,0.3280713795,0.4454799627
NLLoss,8,1.00E-05,1,100%,2,793,373,541,664,0.9470091999,,0.680102916,0.544269046,0.6046511628
NLLoss,512,0.0001,2,100%,1,685,320,594,772,0.9469925936,,0.6815920398,0.4701441318,0.5564581641
BCEwithLL,8,1.00E-05,1,100%,7,779,352,562,678,0.9469759872,,0.6887709991,0.5346602608,0.6020092736
NLLoss,64,0.0001,32,100%,0,738,338,576,719,0.9469427746,,0.6858736059,0.5065202471,0.5827082511
BCEwithLL,512,1.00E-05,8,100%,1,770,386,528,687,0.9469261683,,0.6660899654,0.5284831846,0.5893608879
NLLoss,256,1.00E-05,32,100%,5,720,346,568,737,0.9469095619,,0.6754221388,0.4941660947,0.5707491082
NLLoss,512,0.0001,4,100%,1,609,287,627,848,0.9468929556,,0.6796875,0.4179821551,0.5176370591
BCEwithLL,8,1.00E-05,2,100%,9,750,338,576,707,0.9468929556,94.69,0.6893382353,0.5147563487,0.5893909627
NLLoss,8,0.01,16,100%,9,477,218,696,980,0.9468929556,94.69,0.6863309353,0.3273850377,0.4433085502
NLLoss,64,1.00E-05,1,100%,0,829,411,503,628,0.9468597429,,0.6685483871,0.5689773507,0.6147571376
NLLoss,256,0.0001,1,100%,3,583,273,641,874,0.9468597429,,0.6810747664,0.4001372684,0.5041072201
NLLoss,8,1.00E-05,4,100%,9,804,385,529,653,0.9468597429,94.69,0.6761984861,0.5518188058,0.6077097506
BCEwithLL,16,0.0001,32,100%,1,783,356,558,674,0.9468431366,,0.6874451273,0.537405628,0.6032357473
BCEwithLL,16,1.00E-05,2,100%,3,841,397,517,616,0.9468431366,,0.6793214863,0.5772134523,0.6241187384
NLLoss,16,1.00E-05,4,100%,5,830,377,537,627,0.9468431366,,0.6876553438,0.5696636925,0.6231231231
BCEwithLL,512,1.00E-05,16,100%,2,785,387,527,672,0.9468431366,,0.6697952218,0.5387783116,0.5971852415
BCEwithLL,128,1.00E-05,8,100%,3,780,373,541,677,0.9468265303,,0.6764960971,0.5353466026,0.5977011494
BCEwithLL,128,1.00E-05,4,100%,2,768,357,557,689,0.9468099239,,0.6826666667,0.527110501,0.594887684
NLLoss,32,0.001,1,100%,2,460,202,712,997,0.9467933176,,0.6948640483,0.3157172272,0.4341670599
BCEwithLL,64,0.0001,32,100%,5,656,315,599,801,0.946760105,,0.675592173,0.4502402196,0.5403624382
NLLoss,8,0.01,16,100%,7,477,213,701,980,0.946760105,,0.6913043478,0.3273850377,0.4443409408
BCEwithLL,64,0.0001,2,100%,0,618,299,615,839,0.9467434986,,0.6739367503,0.4241592313,0.5206402696
BCEwithLL,16,1.00E-05,4,100%,6,817,381,533,640,0.946710286,,0.6819699499,0.5607412491,0.6154425612
BCEwithLL,16,1.00E-05,4,100%,7,808,367,547,649,0.946710286,,0.6876595745,0.554564173,0.6139817629
BCEwithLL,16,1.00E-05,2,100%,4,789,378,536,668,0.946710286,,0.676092545,0.5415236788,0.6013719512
BCEwithLL,8,0.0001,16,100%,1,821,371,543,636,0.946710286,,0.6887583893,0.5634866163,0.6198565496
BCEwithLL,32,1.00E-05,8,100%,6,797,383,531,660,0.9466936796,,0.6754237288,0.5470144132,0.6044747819
NLLoss,64,1.00E-05,16,100%,5,753,349,565,704,0.9466936796,,0.6833030853,0.5168153741,0.5885111372
NLLoss,256,1.00E-05,8,100%,1,784,388,526,673,0.9466770733,,0.6689419795,0.5380919698,0.596424496
BCEwithLL,8,0.0001,32,100%,3,727,348,566,730,0.9466770733,,0.6762790698,0.4989704873,0.5742496051
BCEwithLL,8,1.00E-05,1,100%,6,751,334,580,706,0.9466770733,,0.6921658986,0.5154426905,0.5908733281
NLLoss,512,1.00E-06,1,100%,3,807,396,518,650,0.946660467,,0.6708229426,0.5538778312,0.6067669173
BCEwithLL,32,0.01,32,100%,0,575,262,652,882,0.9466438606,,0.6869772999,0.394646534,0.5013077594
BCEwithLL,32,0.0001,2,100%,1,665,319,595,792,0.9466272543,,0.6758130081,0.4564172958,0.5448586645
BCEwithLL,32,1.00E-05,4,100%,5,762,361,553,695,0.9466272543,,0.678539626,0.5229924502,0.5906976744
BCEwithLL,32,0.001,2,100%,4,530,239,675,927,0.946610648,,0.689206762,0.3637611531,0.4761904762
NLLoss,64,1.00E-05,8,100%,2,826,410,504,631,0.9465940416,,0.6682847896,0.5669183253,0.6134422577
BCEwithLL,256,1.00E-06,1,100%,8,812,403,511,645,0.9465774353,,0.6683127572,0.5573095402,0.6077844311
NLLoss,32,1.00E-05,32,100%,8,750,344,570,707,0.946560829,,0.6855575868,0.5147563487,0.588004704
BCEwithLL,16,1.00E-05,8,100%,8,807,362,552,650,0.9465442227,,0.6903336185,0.5538778312,0.6146230008
NLLoss,256,1.00E-05,16,100%,2,784,373,541,673,0.9465442227,,0.6776145203,0.5380919698,0.5998469778
NLLoss,32,1.00E-05,16,100%,5,787,391,523,670,0.9465276163,,0.6680814941,0.5401509952,0.5973434535
NLLoss,512,1.00E-05,32,100%,2,795,387,527,662,0.9465276163,,0.6725888325,0.5456417296,0.6025009473
BCEwithLL,512,1.00E-06,1,100%,9,766,358,556,691,0.9465276163,94.65,0.6814946619,0.5257378174,0.5935683843
BCEwithLL,128,0.001,32,100%,0,608,285,629,849,0.94651101,,0.6808510638,0.4172958133,0.5174468085
BCEwithLL,128,1.00E-05,2,100%,1,768,368,546,689,0.94651101,,0.676056338,0.527110501,0.5923640571
NLLoss,8,0.01,16,100%,6,546,221,693,911,0.94651101,,0.7118644068,0.3747426218,0.4910071942
NLLoss,16,1.00E-05,16,100%,9,792,368,546,665,0.9464944037,94.65,0.6827586207,0.5435827042,0.6052732136
NLLoss,32,1.00E-05,32,100%,9,706,326,588,751,0.9464944037,94.65,0.6841085271,0.4845573095,0.5672961029
NLLoss,32,0.0001,8,100%,0,637,304,610,820,0.946461191,,0.6769394261,0.4371997255,0.5312760634
BCEwithLL,128,1.00E-05,32,100%,6,818,397,517,639,0.9464445847,,0.6732510288,0.5614275909,0.6122754491
BCEwithLL,256,1.00E-05,16,100%,3,789,394,520,668,0.9464445847,,0.6669484362,0.5415236788,0.5977272727
BCEwithLL,8,1.00E-05,2,100%,8,756,339,575,701,0.9464279783,,0.6904109589,0.5188743995,0.592476489
BCEwithLL,256,0.0001,8,100%,0,651,308,606,806,0.9463947657,,0.6788321168,0.4468085106,0.5389072848
NLLoss,256,1.00E-06,1,100%,4,817,398,516,640,0.9463947657,,0.6724279835,0.5607412491,0.6115269461
NLLoss,8,1.00E-05,2,100%,4,775,343,571,682,0.9463947657,,0.6932021467,0.5319148936,0.6019417476
NLLoss,64,1.00E-05,32,100%,6,829,417,497,628,0.9463781594,,0.665329053,0.5689773507,0.6133925268
NLLoss,32,1.00E-05,4,100%,3,781,366,548,676,0.9463449467,,0.6809067132,0.5360329444,0.5998463902
BCEwithLL,16,1.00E-05,4,100%,5,834,401,513,623,0.9463283404,,0.6753036437,0.5724090597,0.6196136701
BCEwithLL,64,1.00E-05,16,100%,7,791,379,535,666,0.9463283404,,0.6760683761,0.5428963624,0.6022078416
NLLoss,8,0.01,8,100%,0,502,204,710,955,0.9463283404,,0.7110481586,0.3445435827,0.4641701341
BCEwithLL,128,1.00E-05,16,100%,5,780,392,522,677,0.946311734,,0.6655290102,0.5353466026,0.5933815139
BCEwithLL,256,1.00E-05,32,100%,5,808,391,523,649,0.946311734,,0.6738949124,0.554564173,0.6084337349
BCEwithLL,16,0.0001,8,100%,0,747,356,558,710,0.9462951277,,0.6772438803,0.5126973233,0.58359375
NLLoss,64,1.00E-05,2,100%,1,755,378,536,702,0.9462785214,,0.6663724625,0.5181880577,0.583011583
BCEwithLL,512,1.00E-06,1,100%,5,800,393,521,657,0.9462785214,,0.6705783738,0.5490734386,0.6037735849
BCEwithLL,64,1.00E-05,2,100%,2,786,393,521,671,0.9462453087,,0.6666666667,0.5394646534,0.5963581184
BCEwithLL,512,0.0001,1,100%,8,580,272,642,877,0.9462287024,,0.6807511737,0.398078243,0.5023819835
BCEwithLL,8,0.001,16,100%,3,547,260,654,910,0.9462287024,,0.677819083,0.3754289636,0.4832155477
NLLoss,8,1.00E-05,4,100%,8,820,383,531,637,0.9462120961,,0.6816292602,0.5628002745,0.6165413534
BCEwithLL,8,0.01,16,100%,4,429,196,718,1028,0.9461954897,,0.6864,0.2944406314,0.4121037464
BCEwithLL,32,1.00E-05,8,100%,5,811,409,505,646,0.9461788834,,0.6647540984,0.5566231984,0.6059021292
NLLoss,128,1.00E-05,32,100%,5,782,381,533,675,0.9461788834,,0.6723989682,0.5367192862,0.5969465649
NLLoss,8,0.0001,32,100%,1,892,410,504,565,0.9461788834,,0.6850998464,0.612216884,0.646611091
NLLoss,16,1.00E-05,8,100%,4,839,423,491,618,0.9461622771,,0.6648177496,0.5758407687,0.6171386539
NLLoss,256,1.00E-06,2,100%,9,778,383,531,679,0.9461622771,94.62,0.6701119724,0.533973919,0.5943468296
NLLoss,512,1.00E-05,1,100%,5,647,313,601,810,0.9461622771,,0.6739583333,0.4440631434,0.5353744311
NLLoss,32,1.00E-05,32,100%,7,761,344,570,696,0.9461456707,,0.6886877828,0.5223061084,0.5940671351
NLLoss,16,0.0001,2,100%,0,674,323,591,783,0.9461290644,,0.6760280843,0.462594372,0.5493072535
NLLoss,512,1.00E-06,4,100%,7,804,397,517,653,0.9461290644,,0.6694421316,0.5518188058,0.60496614
BCEwithLL,32,1.00E-05,4,100%,4,784,380,534,673,0.9461124581,,0.6735395189,0.5380919698,0.5982449447
BCEwithLL,32,0.001,8,100%,0,620,289,625,837,0.9460792454,,0.6820682068,0.4255319149,0.5240912933
BCEwithLL,32,1.00E-05,1,100%,1,806,387,527,651,0.9460792454,,0.6756077117,0.5531914894,0.6083018868
BCEwithLL,8,0.0001,8,100%,1,841,380,534,616,0.9460792454,,0.6887796888,0.5772134523,0.6280806572
BCEwithLL,64,0.001,32,100%,0,644,309,605,813,0.9459630011,,0.6757607555,0.4420041181,0.534439834
BCEwithLL,32,1.00E-05,2,100%,2,844,410,504,613,0.9459463948,,0.673046252,0.5792724777,0.6226484692
NLLoss,64,0.0001,8,100%,1,647,316,598,810,0.9459463948,,0.6718587747,0.4440631434,0.5347107438
BCEwithLL,128,1.00E-06,1,100%,9,815,397,517,642,0.9459463948,94.59,0.6724422442,0.5593685655,0.6107156238
BCEwithLL,512,0.0001,32,100%,0,699,336,578,758,0.9459463948,,0.6753623188,0.479752917,0.5609951846
BCEwithLL,8,1.00E-05,1,100%,5,749,343,571,708,0.9459463948,,0.6858974359,0.5140700069,0.5876814437
NLLoss,64,1.00E-05,32,100%,5,883,437,477,574,0.9459297884,,0.6689393939,0.6060398078,0.6359380627
NLLoss,8,0.0001,8,100%,0,826,390,524,631,0.9459297884,,0.6792763158,0.5669183253,0.6180321736
BCEwithLL,64,1.00E-05,8,100%,4,801,390,524,656,0.9459131821,,0.6725440806,0.5497597804,0.6049848943
NLLoss,16,1.00E-05,16,100%,8,785,370,544,672,0.9459131821,,0.6796536797,0.5387783116,0.6010719755
NLLoss,64,0.001,8,100%,0,620,302,612,837,0.9458965758,,0.6724511931,0.4255319149,0.5212274065
